round|digest|kind|id|verdict|evidence
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-021|pass|nested list field renders as an object dump, and the adapter must flatten to a host depth
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-022|pass|subscribe from_cursor promises replay but no party retains envelopes
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-023|pass|observed link loss without teardown leaves the directory advertising a live cancel forever
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-024|pass|closing the subscription deletes the log entries catch-up would replay
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-025|pass|S01 pumps deltas then subscribes at cursor_resolve, so c sits above those seqs and they are not delivered
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-026|pass|S01 obtains a subscriber handle with no mint, scope, or authorization rule
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-027|pass|retire job-7, re-announce the same local_id, and a saved cursor of 21 renders the new incarnation as a complete catch-up
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-028|pass|S08 pair gesture opens s_D and a pump in ns_D is delivered with no subscribe on data-1
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-029|pass|any observed link loss calls teardown, disposing the log, so same-namespace catch-up cannot run
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-030|pass|a table invokes an action no row registered and uses a handle no row minted, and treats that invoke as reaching the adapter
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-031|pass|invoke returns a spawned resource id that is not yet announced, then subscribe at 0 returns ExplicitAbsent and the head is gone
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-032|pass|open_scope returns ExplicitAbsent, directory_lookup returns ExplicitAbsent, and CapMap unknown, with no fallback row
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-033|pass|GenericWalk claims totality over list of record and opaque with no declaration grammar
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-034|pass|two views claim one schema, the later mount wins, and unmount swaps the renderer with nothing recorded
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-035|pass|a view claims a payload_schema_id with no namespace and thereby claims another namespace's schema
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-036|pass|only extension duties are costed; adapter order, dedup, teardown, and retire-then-announce are unpriced
R013|b4f5c5cc46c41cbf59389bc99ab71b38819261b3a5da6e18a15d7a3cdd35c38e|ce|FE-CE-037|pass|live subscriber is watching, retire disposes the log, no termination signal fires, invoke on the retired id is undefined, and the last rows stay labelled current
